Time (seconds),Error X (mm),Error Y (mm),Yaw (rad)
0.05408525466918945,-0.037426430044451564,1.7327640414963597,0.0013222265201874972
0.05461549758911133,-0.037426430044451564,1.7327640414963597,0.0013222265201874972
0.06287240982055664,-0.037426430044451564,1.7327640414963597,0.0013222265201874972
0.06326985359191895,-0.037426430044451564,1.7327640414963597,0.0013222265201874972
0.07281804084777832,-0.037426430044451564,1.7327640414963597,0.0013222265201874972
0.07312512397766113,-0.037426430044451564,1.7327640414963597,0.0013222265201874972
0.08448433876037598,-0.07759571209775551,1.5629349086367927,0.0039685156906110386
0.0848226547241211,-0.07759571209775551,1.5629349086367927,0.0039685156906110386
0.09436511993408203,-0.05587593409139835,1.5542997843371875,0.00404900544274394
0.09469985961914062,-0.05587593409139835,1.5542997843371875,0.00404900544274394
0.10463261604309082,-0.05587593409139835,1.5542997843371875,0.00404900544274394
0.10494780540466309,-0.05587593409139835,1.5542997843371875,0.00404900544274394
0.1158742904663086,-0.03176104578228589,1.5424841604427808,0.0042639653263314235
0.11643457412719727,-0.03176104578228589,1.5424841604427808,0.0042639653263314235
0.1287553310394287,-0.03176104578228589,1.5424841604427808,0.0042639653263314235
0.12950897216796875,-0.03176104578228589,1.5424841604427808,0.0042639653263314235
0.13907241821289062,-0.022793586320624115,1.5427081802936726,0.004260466926479499
0.13954710960388184,-0.022793586320624115,1.5427081802936726,0.004260466926479499
0.1530008316040039,-0.022793586320624115,1.5427081802936726,0.004260466926479499
0.1534733772277832,-0.022793586320624115,1.5427081802936726,0.004260466926479499
0.1607341766357422,-0.07324444579959177,1.5621317754646036,0.003997647143498419
0.16111254692077637,-0.07324444579959177,1.5621317754646036,0.003997647143498419
0.17097091674804688,-0.06901464109532185,1.5562026561002362,0.0040513167912005245
0.1714763641357422,-0.06901464109532185,1.5562026561002362,0.0040513167912005245
0.18186330795288086,-0.09336032911289038,1.5586739372237535,0.004012757646897494
0.1830751895904541,-0.09336032911289038,1.5586739372237535,0.004012757646897494
0.19132542610168457,-0.021513793812877324,1.5264129962515582,0.004306177908435613
0.19199204444885254,-0.021513793812877324,1.5264129962515582,0.004306177908435613
0.2018272876739502,-0.013436363195395984,1.5302196737350116,0.004301010240070969
0.20227885246276855,-0.013436363195395984,1.5302196737350116,0.004301010240070969
0.21332740783691406,-0.013436363195395984,1.5302196737350116,0.004301010240070969
0.21386432647705078,-0.013436363195395984,1.5302196737350116,0.004301010240070969
0.22221589088439941,-0.013436363195395984,1.5302196737350116,0.004301010240070969
0.22257494926452637,-0.013436363195395984,1.5302196737350116,0.004301010240070969
0.23244118690490723,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.23275399208068848,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.24300384521484375,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.2434084415435791,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.2532973289489746,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.25377535820007324,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.26459264755249023,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.2658271789550781,-0.034948556960401334,1.5662926459334425,0.004044367247043028
0.27428531646728516,-0.03493976296931045,1.5341182885153515,0.004330615629368619
0.27494049072265625,-0.03493976296931045,1.5341182885153515,0.004330615629368619
0.2844681739807129,-0.030869757876583748,1.5317522447373388,0.004362039556486518
0.28496336936950684,-0.030869757876583748,1.5317522447373388,0.004362039556486518
0.2941317558288574,-0.030869757876583748,1.5317522447373388,0.004362039556486518
0.29456520080566406,-0.030869757876583748,1.5317522447373388,0.004362039556486518
0.3054697513580322,-0.057392915066456496,1.554470330081159,0.004108986548612137
0.3058478832244873,-0.057392915066456496,1.554470330081159,0.004108986548612137
0.31559324264526367,-0.06070107681566128,1.5563490425740678,0.004086778686628426
0.3161478042602539,-0.06070107681566128,1.5563490425740678,0.004086778686628426
0.3259847164154053,-0.06070107681566128,1.5563490425740678,0.004086778686628426
0.32650160789489746,-0.06070107681566128,1.5563490425740678,0.004086778686628426
0.33631396293640137,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.3369629383087158,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.3463776111602783,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.3468449115753174,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.3566133975982666,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.35695409774780273,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.3692653179168701,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.36987757682800293,-0.06481971119964847,1.5570485587692584,0.004075865107036272
0.3785848617553711,-0.05294862870353079,1.5488450408769339,0.004147025621804097
0.37906789779663086,-0.05294862870353079,1.5488450408769339,0.004147025621804097
0.38873958587646484,-0.04733542757495712,1.5469458282855175,0.00414685081391996
0.3890995979309082,-0.04733542757495712,1.5469458282855175,0.00414685081391996
0.3988826274871826,-0.04733542757495712,1.5469458282855175,0.00414685081391996
0.3992903232574463,-0.04733542757495712,1.5469458282855175,0.00414685081391996
0.4092679023742676,-0.04733542757495712,1.5469458282855175,0.00414685081391996
0.4097118377685547,-0.04733542757495712,1.5469458282855175,0.00414685081391996
0.4188871383666992,-0.05208777404441811,1.540691650798287,0.004136821720535515
0.419231653213501,-0.05208777404441811,1.540691650798287,0.004136821720535515
0.4292309284210205,-0.05207614761637558,1.541183172458771,0.00412915030143176
0.430553674697876,-0.05207614761637558,1.541183172458771,0.00412915030143176
0.4393000602722168,-0.05207614761637558,1.541183172458771,0.00412915030143176
0.4396493434906006,-0.05207614761637558,1.541183172458771,0.00412915030143176
0.44929075241088867,-0.029489671820259744,1.5548694594502699,0.004144022436686628
0.4497969150543213,-0.029489671820259744,1.5548694594502699,0.004144022436686628
0.4598045349121094,-0.029489671820259744,1.5548694594502699,0.004144022436686628
0.46021199226379395,-0.029489671820259744,1.5548694594502699,0.004144022436686628
0.4698822498321533,-0.029489671820259744,1.5548694594502699,0.004144022436686628
0.470334529876709,-0.029489671820259744,1.5548694594502699,0.004144022436686628
0.4802999496459961,-0.037132932661165796,1.5543410761207355,0.004152265522445048
0.48075079917907715,-0.037132932661165796,1.5543410761207355,0.004152265522445048
0.4903066158294678,-0.05681780690425242,1.556922362081492,0.003953239907192375
0.49065685272216797,-0.05681780690425242,1.556922362081492,0.003953239907192375
0.500464677810669,-0.05289499598681857,1.5544362835715475,0.003972587995108568
0.500830888748169,-0.05289499598681857,1.5544362835715475,0.003972587995108568
0.5109245777130127,-0.02994599912220508,1.5402754640803096,0.004138857319827201
0.5112674236297607,-0.02994599912220508,1.5402754640803096,0.004138857319827201
0.5211856365203857,-0.027376710163729,1.5388021208384561,0.004170087056157351
0.5215866565704346,-0.027376710163729,1.5388021208384561,0.004170087056157351
0.5312199592590332,-0.006593464252135917,1.5391667147734989,0.004164399630756595
0.5315711498260498,-0.006593464252135917,1.5391667147734989,0.004164399630756595
0.5412416458129883,-0.006593464252135917,1.5391667147734989,0.004164399630756595
0.541557788848877,-0.006593464252135917,1.5391667147734989,0.004164399630756595
0.5515332221984863,-0.006593464252135917,1.5391667147734989,0.004164399630756595
0.5519671440124512,-0.006593464252135917,1.5391667147734989,0.004164399630756595
0.5623352527618408,-0.001987069587316981,1.54099893488846,0.004278603051244421
0.5627791881561279,-0.001987069587316981,1.54099893488846,0.004278603051244421
0.5729470252990723,-0.0007597127968939077,1.5417808795716859,0.00428546131936292
0.5733358860015869,-0.0007597127968939077,1.5417808795716859,0.00428546131936292
0.5829617977142334,-0.0007779002622054776,1.5410188403697234,0.004297364350250534
0.5833384990692139,-0.0007779002622054776,1.5410188403697234,0.004297364350250534
0.5936183929443359,-0.0007779002622054776,1.5410188403697234,0.004297364350250534
0.5940456390380859,-0.0007779002622054776,1.5410188403697234,0.004297364350250534
0.6038663387298584,-0.006544649782558309,1.541592681496562,0.004181325638730866
0.604372501373291,-0.006544649782558309,1.541592681496562,0.004181325638730866
0.6141531467437744,-0.006544649782558309,1.541592681496562,0.004181325638730866
0.6147294044494629,-0.006544649782558309,1.541592681496562,0.004181325638730866
0.6242971420288086,-0.006544649782558309,1.541592681496562,0.004181325638730866
0.6247107982635498,-0.006544649782558309,1.541592681496562,0.004181325638730866
0.6348528861999512,-0.0065355141858347565,1.5419135271446116,0.004176314496147345
0.6353192329406738,-0.0065355141858347565,1.5419135271446116,0.004176314496147345
0.6453166007995605,-0.019537326325202997,1.5536994266611703,0.004164140314968056
0.6458170413970947,-0.019537326325202997,1.5536994266611703,0.004164140314968056
0.6555910110473633,-0.01905651630096372,1.5541563086756138,0.004176532027176109
0.6561896800994873,-0.01905651630096372,1.5541563086756138,0.004176532027176109
0.6657893657684326,-0.01905651630096372,1.5541563086756138,0.004176532027176109
0.6661362648010254,-0.01905651630096372,1.5541563086756138,0.004176532027176109
0.6757364273071289,-0.04360206852260795,1.5544641081439714,0.004102355005947597
0.6760866641998291,-0.04360206852260795,1.5544641081439714,0.004102355005947597
0.6866180896759033,-0.03866983838296534,1.5485907225925022,0.004148455970625042
0.6870582103729248,-0.03866983838296534,1.5485907225925022,0.004148455970625042
0.6970112323760986,-0.03866983838296534,1.5485907225925022,0.004148455970625042
0.6975193023681641,-0.03866983838296534,1.5485907225925022,0.004148455970625042
0.7070434093475342,-0.03866983838296534,1.5485907225925022,0.004148455970625042
0.7075326442718506,-0.03866983838296534,1.5485907225925022,0.004148455970625042
0.7171969413757324,-0.031522469841949174,1.5457335122359694,0.004205684719955476
0.7176496982574463,-0.031522469841949174,1.5457335122359694,0.004205684719955476
0.7273159027099609,-0.031522469841949174,1.5457335122359694,0.004205684719955476
0.7277050018310547,-0.031522469841949174,1.5457335122359694,0.004205684719955476
0.7378032207489014,-0.03709754236913554,1.5457560642018198,0.004205332914770822
0.7381517887115479,-0.03709754236913554,1.5457560642018198,0.004205332914770822
0.748776912689209,-0.03709754236913554,1.5457560642018198,0.004205332914770822
0.7491850852966309,-0.03709754236913554,1.5457560642018198,0.004205332914770822
0.7580487728118896,-0.061734116812983686,1.5690124597527166,0.004060597374114109
0.7583606243133545,-0.061734116812983686,1.5690124597527166,0.004060597374114109
0.768500804901123,-0.05442657853138577,1.5615221240492527,0.00412053278981823
0.7688937187194824,-0.05442657853138577,1.5615221240492527,0.00412053278981823
0.778456449508667,-0.05442657853138577,1.5615221240492527,0.00412053278981823
0.7788877487182617,-0.05442657853138577,1.5615221240492527,0.00412053278981823
0.7891013622283936,-0.05452877287326352,1.5571144299333373,0.004189324879689009
0.7895326614379883,-0.05452877287326352,1.5571144299333373,0.004189324879689009
0.7996504306793213,-0.026862141778272175,1.5255949699972682,0.004316233445805585
0.8000764846801758,-0.026862141778272175,1.5255949699972682,0.004316233445805585
0.8096704483032227,-0.026862141778272175,1.5255949699972682,0.004316233445805585
0.8099777698516846,-0.026862141778272175,1.5255949699972682,0.004316233445805585
0.8203394412994385,-0.026862141778272175,1.5255949699972682,0.004316233445805585
0.8208339214324951,-0.026862141778272175,1.5255949699972682,0.004316233445805585
0.8302462100982666,-0.07896979345467514,1.5689425382039435,0.004003560524879795
0.83066725730896,-0.07896979345467514,1.5689425382039435,0.004003560524879795
0.8405656814575195,-0.08284003269065643,1.5774183271968223,0.0039802594315123275
0.8408751487731934,-0.08284003269065643,1.5774183271968223,0.0039802594315123275
0.8509421348571777,-0.08284003269065643,1.5774183271968223,0.0039802594315123275
0.8515081405639648,-0.08284003269065643,1.5774183271968223,0.0039802594315123275
0.8610179424285889,-0.08284003269065643,1.5774183271968223,0.0039802594315123275
0.8613379001617432,-0.08284003269065643,1.5774183271968223,0.0039802594315123275
0.8711833953857422,0.002520908797043475,1.5203217057311313,0.0044432344664487354
0.8717424869537354,0.002520908797043475,1.5203217057311313,0.0044432344664487354
0.8811049461364746,0.0015114280496053567,1.5216840715097657,0.004389901937294848
0.881627082824707,0.0015114280496053567,1.5216840715097657,0.004389901937294848
0.891582727432251,0.0015114280496053567,1.5216840715097657,0.004389901937294848
0.8919434547424316,0.0015114280496053567,1.5216840715097657,0.004389901937294848
0.9016962051391602,0.0015114280496053567,1.5216840715097657,0.004389901937294848
0.9021387100219727,0.0015114280496053567,1.5216840715097657,0.004389901937294848
0.9120147228240967,-0.03754818140966343,1.5521546685792753,0.004017767100548328
0.912452220916748,-0.03754818140966343,1.5521546685792753,0.004017767100548328
0.921900749206543,-0.03793564108511838,1.5578650736833843,0.003994717458581794
0.9223783016204834,-0.03793564108511838,1.5578650736833843,0.003994717458581794
0.932206392288208,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9326107501983643,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.943202018737793,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9436476230621338,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.953253984451294,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9536046981811523,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9635066986083984,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9639785289764404,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9737722873687744,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9741601943969727,-0.035359817024627205,1.5567065504007438,0.004012796418956724
0.9840373992919922,-0.004032887571669974,1.5404781464289918,0.004086362406990458
0.984520435333252,-0.004032887571669974,1.5404781464289918,0.004086362406990458
0.9938626289367676,-0.004032887571669974,1.5404781464289918,0.004086362406990458
0.9941701889038086,-0.004032887571669974,1.5404781464289918,0.004086362406990458
1.0057752132415771,-0.004032887571669974,1.5404781464289918,0.004086362406990458
1.006129503250122,-0.004032887571669974,1.5404781464289918,0.004086362406990458
1.0159714221954346,-0.02604568485065073,1.5559698451903525,0.0041212142164373765
1.0164334774017334,-0.02604568485065073,1.5559698451903525,0.0041212142164373765
1.0260143280029297,-0.02604568485065073,1.5559698451903525,0.0041212142164373765
1.0263171195983887,-0.02604568485065073,1.5559698451903525,0.0041212142164373765
1.0364322662353516,-0.021845308484369497,1.5572360896978221,0.004101441478744697
1.0370111465454102,-0.021845308484369497,1.5572360896978221,0.004101441478744697
1.0462756156921387,0.04765307565102184,1.5314809070310353,0.004461465893646473
1.0466680526733398,0.04765307565102184,1.5314809070310353,0.004461465893646473
1.0583384037017822,0.05233912205282465,1.5366217736803023,0.004428605212671224
1.0587010383605957,0.05233912205282465,1.5366217736803023,0.004428605212671224
1.0688869953155518,0.05233912205282465,1.5366217736803023,0.004428605212671224
1.0694663524627686,0.05233912205282465,1.5366217736803023,0.004428605212671224
1.0791420936584473,0.04661182886178672,1.5357320567068733,0.004442509962281376
1.0796637535095215,0.04661182886178672,1.5357320567068733,0.004442509962281376
